0,0,0,21,0
0,0,0,14,0
0,0,1,0,0
0,0,0,47,0
0,0,0,0,0
0,0,1,0,0
0,0,0,19,0
0,0,0,14,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,2,0
0,0,0,9,0
0,0,0,7,0
0,0,0,3,0
0,0,0,12,0
0,0,2,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,2,0
0,0,0,3,0
0,0,0,20,0
0,0,0,0,0
0,0,0,11,0
0,0,0,2,0
0,0,1,0,0
0,0,0,0,0
0,0,0,4,0
0,0,0,1,0
0,0,4,1,0
0,0,5,1,0
0,0,6,1,0
0,0,4,1,0
0,0,4,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,2,1,0
0,0,2,1,0
0,0,2,1,0
0,0,2,1,0
0,0,3,1,0
0,0,2,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
1,1,6,1,1
1,1,10,22,1
1,1,5,2,1
1,1,8,63,0
1,0,0,0,0
1,0,1,1,0
1,0,4,7,0
1,1,1,0,1
1,1,5,4,1
1,0,1,8,0
1,0,2,7,0
1,0,4,11,1
1,0,4,19,1
1,1,4,1,1
1,1,29,0,0
1,0,2,9,1
1,1,7,3,1
1,1,4,1,1
1,1,13,2,1
1,1,6,0,1
1,0,4,11,1
1,0,4,19,1
1,0,4,29,1
1,0,4,11,1
1,0,4,13,1
1,0,4,9,1
1,0,4,19,1
1,0,4,11,1
1,1,5,5,1
1,1,5,5,1
1,1,5,5,1
1,0,4,25,1
1,0,4,13,1
1,0,4,11,1
1,1,6,1,1
